date,id,child_of,view_url,view_name,author,text
2015/03/03 18:07:50,1,,https://data.sfgov.org/_/_/kszk-dd2f,Bay Area Bike Share Pilot Stations,Carlos,Yeah Jennifer! Thanks for all your hard work.\n-Carlos
2013/07/30 13:44:58,2,,https://data.sfgov.org/_/_/z76i-7s65,Recreation & Park Department Park Info Dataset,PencilAndPaper,It would be great if the latitude and longitude info could have their own separate columns.
2014/12/09 01:41:25,3,2,https://data.sfgov.org/_/_/z76i-7s65,Recreation & Park Department Park Info Dataset,David,what program are you using to analyze it?
2012/12/16 09:31:09,4,,https://data.sfgov.org/_/_/tkzw-k3nq,Street Tree List,,Could please publish the street tree data also as ESRI Shapefiles?
2013/10/05 11:52:16,5,,https://data.sfgov.org/_/_/tkzw-k3nq,Street Tree List,,"Is there anything underway for publishing the data as Shapefiles, too?"
2015/03/01 21:08:07,6,,https://data.sfgov.org/_/_/g8m3-pdis,Registered Business Locations - San Francisco,jcookson,"Is there a reason some businesses with offices in SF wouldn't be on this list? For example, Lyft? "
2015/03/03 12:20:36,7,6,https://data.sfgov.org/_/_/g8m3-pdis,Registered Business Locations - San Francisco,Jeff Johnson,It looks like Lyft is in there: filter for Lyft in the DBA Name.  They are at 568 Brannan St.
2015/04/13 20:20:28,8,,https://data.sfgov.org/_/_/g8m3-pdis,Registered Business Locations - San Francisco,Anya,"Hi, When will the NAICS codes be visible? Also is there an easy way to know which PBC codes related to which SIC or NAICS codes?"
2015/08/24 15:59:37,9,,https://data.sfgov.org/_/_/g8m3-pdis,Registered Business Locations - San Francisco,ESchaffer,Is there a way to get a csv version with Latitude and Longitude in separate columns? Many thanks.
2015/09/29 11:35:49,10,,https://data.sfgov.org/_/_/g8m3-pdis,Registered Business Locations - San Francisco,Annette,How can you tell whether a SF business has renewed their registraiton with the city? There is no date in this database to indicate.
2015/09/29 11:37:18,11,,https://data.sfgov.org/_/_/g8m3-pdis,Registered Business Locations - San Francisco,Annette,How can you tell whether a business has renewed their registration? There is no renewal date indicated in this database.
2012/07/25 17:57:54,12,,https://data.sfgov.org/_/_/hr5m-xnxc,Lobbyist Activity - Contacts of Public Officials,Sandy87,Great
2014/08/21 14:08:15,13,,https://data.sfgov.org/_/_/yitu-d5am,Film Locations in San Francisco,ptpower,Spelling errors in listing for Sweet November... Dolores (Not Delores) Park... also cemetery not cemetary
2014/08/21 23:23:26,14,,https://data.sfgov.org/_/_/yitu-d5am,Film Locations in San Francisco,ptpower,Geez... the misspellings of places are rampant!
2015/04/17 20:33:07,15,,https://data.sfgov.org/_/_/yitu-d5am,Film Locations in San Francisco,christinekim,"RELEASE YEAR ERRORS\n\n\n'Ant-Man' should be 2015.\n\n'Big Sur' should be 2013.\n\n'Dim Sum: A Little Bit of Heart' should be 1985.\n\n'Dream for an Insomniac' should be 1996.\n\n'Heart and Souls' should be 1993.\n\n'Hereafter' should be 2010.\n\n'Knife Fight' should be 2013.\n\n'Love & Taxes'	should be 2014.\n\n'On the Road' should be 2012.\n\n'Quitters' should be 2015.\n\n'San Andreas' should be 2015.\n\n'Sense8' should be 2015.\n\n'Terminator - Genisys' should be 2015.\n\n'Vegas in Space' should be 1992.\n\n\n\nAlso, only 1 out of 7 'High Crimes' records have the correct 2002 year. The others have 1977, which is wrong. Looks like a copy/paste issue from the movie above, 'High Anxiety'"
2015/04/17 20:33:57,16,,https://data.sfgov.org/_/_/yitu-d5am,Film Locations in San Francisco,christinekim,MISSPELLED / MISFORMATTED MOVIES : 'Doctor Doolittle' should be 'Doctor Dolittle'.  \n'Dr. Doolittle 2' should be 'Dr. Dolittle 2'.  \n'Forty Days and Forty Nights' should be '40 Days and 40 Nights'.  \n'Star Trek VI: The Undiscovered County' should be 'Star Trek VI: The Undiscovered Country'.  \n'The Competiton' should be 'The Competition'.  \n'Tucker: The Man and His Dreams' should be 'Tucker: The Man and His Dream'.\n
